BRAND,JRPSKU,OEMSKU,DESCRIPTION,QTY,COST,MAP
Xona,XON02830,02830,"XONA X2CF90 XR6555",0,1825.21527,2225.49403
Xona,XON02850,02850,"XONA 58.8/82 68/64 0.56 370-710",0,2103.96091,2563.33375
Xona,XON02855,02855,"XONA 64/88 68/64 0.56 430-860",0,2103.96091,2563.33375
Xona,XON03510,03510,"XONA X3C XR6155 RHR",0,1825.21527,2225.49403
Xona,XON03515,03515,"XONA X3C XR6555 RHR",0,1825.21527,2225.49403
Xona,XON04008,4008,"XONA 72/99 78/68 0.7 550-1100",0,2500.95652,3056.00715
Xona,XON04009,4009,"XONA 76/105 76/68 0.7 600-1200",0,2556.87268,3184.40511
Xona,XON06617,6617,"XONA F3V 60/56",0,502.12638,656.54707
Xona,XON11140,11140,"XONA X1C XR4951S",0,1730.44177,2074.97139
Xona,XON11150,11150,"XONA X1C XR5451S",0,1730.44177,2074.97139
Xona,XON11160,11160,"XONA X1C XR5751S",0,1730.44177,2074.97139
Xona,XON11250,11250,"XONA X1C XR5457S RHR",0,1825.21527,2225.49403
Xona,XON11260,11260,"XONA X1C XR5757S RHR",0,1825.21527,2225.49403
Xona,XON11270,11270,"XONA X1C XR6157S RHR",0,1825.21527,2225.49403
Xona,XON12000,12000,"XONA 49.5/68 57/51 0.56 260-510",0,1730.44177,2074.97139
Xona,XON12010,12010,"XONA 51.5/71 57/51 0.56 280-570",0,1730.44177,2074.97139
Xona,XON12020,12020,"XONA X2C 5751S A/R: 0.56 C/W: 53/73 T/W:57/51 C/W Flow: 57 HP RANGE: 300-600",0,1730.44177,2074.97139
Xona,XON12090,12090,"XONA 51.5/71 64/57 0.56 300-570",0,1825.21527,2225.49403
Xona,XON12100,12100,"XONA 53/73 64/57 0.56 300-600",0,1825.21527,2225.49403
Xona,XON12110,12110,"XONA X2C XR6157S A/R: 0.56 C/W: 55/76 T/W:64/57 C/W Flow: 61 HP RANGE: 320-640",0,1825.21527,2225.49403
Xona,XON12120,12120,"XONA 57.5/79 64/57 0.56 350-680",0,1825.21527,2225.49403
Xona,XON12220,12220,"XONA 57.5/79 72/64 0.56 350-690",0,2103.96091,2563.33375
Xona,XON12230,12230,"XONA 58.8/82 72/64 0.56 370-710",0,2103.96091,2563.33375
Xona,XON12240,12240,"XONA 59.5/82 72/64 0.56 370-720",0,2103.96091,2563.33375
Xona,XON12250,12250,"XONA 62.5/86 72/64 0.56 410-820",1,2103.96091,2563.33375
Xona,XON12260,12260,"XONA X2C XR8264S",0,2103.96091,2563.33375
Xona,XON12750,12750,"XONA 58.8/82 72/64 0.56 370-710",0,2373.78670,2769.60552
Xona,XON12770,12770,"XONA 62.5/86 72/64 0.56 410-820",0,2103.96091,2563.33375
Xona,XON12780,12780,"XONA 64/88 72/64 0.56 430/860",0,2373.78670,2769.60552
Xona,XON12800,12800,"XONA X2CF90 XR8269S",0,2406.12122,2940.19787
Xona,XON13110,13110,"XONA 62.5/86 78/69 0.7 410-820",0,2406.12122,2940.19787
Xona,XON13120,13120,"XONA 64/88 78/69 0.7 430-860",0,2500.95652,3056.00715
Xona,XON13130,13130,"XONA X3C XR9569S A/R: 0.7 C/W: 68/94 T/W:78/69 (SEE XON13720)",0,2406.22330,2940.24929
Xona,XON13140,13140,"XONA X3C XR10569S A/R: 0.7 C/W: 72/99 T/W:78/69 C/",0,2406.22330,2940.24929
Xona,XON13145,13145,"XONA X3C XR10569S",0,2406.12122,2940.19787
Xona,XON13290,13290,"XONA 55/76 72/64 0.7 320-640",0,2103.96091,2563.33375
Xona,XON13300,13300,"XONA 57.5/79 72/64 0.7 350-680",0,2103.96091,2563.33375
Xona,XON13305,13305,"XONA 58.8/82 72/64 0.7 370-750",0,2103.96091,2563.33375
Xona,XON13310,13310,"XONA X3C XR7164S A/R: 0.7 C/W: 62.5/86 T/W:72/64 C/W Flow: 78 HP RANGE: 410-820",0,2103.96091,2563.33375
Xona,XON13320,13320,"XONA X3C XR7864S A/R: 0.7 C/W: 62.5/86 T/W:72/64 C/W Flow: 78 HP RANGE: 410-820",0,2103.96091,2563.33375
Xona,XON13330,13330,"XONA X3C XR8264S A/R: 0.7 C/W: 64/88 T/W:72/64 C/W Flow: 82 HP RANGE: 430-860",0,2103.96091,2563.33375
Xona,XON13340,13340,"XONA X3C XR9564S A/R: 0.7 C/W: 68/94 T/W:72/64 C/W Flow: 95 HP RANGE: 500-1000",0,2199.84943,2680.40691
Xona,XON13520,13520,"XONA 55/76 64/57 0.7 320-640",0,2103.96091,2563.33375
Xona,XON13530,13530,"XONA 57.5/79 64/57 0.7 350-680",0,2103.96091,2563.33375
Xona,XON13700,13700,"XONA X3C XR8069S",0,2406.12122,2940.19787
Xona,XON13710,13710,"XONA X3C XR8269S",0,2406.12122,2940.19787
Xona,XON13720,13720,"XONA X3C XR9569S",0,2406.12122,2940.19787
Xona,XON14090,14090,"XONA 68/94 78/69 0.7 500-1000",0,2411.69611,2940.19787
Xona,XON14100,14100,"XONA X4C XR10569S A/R: 0.7 C/W: 72/99 T/W:78/69 C/",0,2412.45707,2940.24929
Xona,XON14105,14105,"XONA X4C XR10569S",0,2411.69611,2940.19787
Xona,XON14110,14110,"XONA X4C XR11569S A/R: 0.7 C/W: 76/105 T/W:78/69 C/W Flow: 115 HP RANGE: 600-120",1,2522.07938,3073.99576
Xona,XON2062080,2062080,"XONA KT3M 0.85A/R XR64",0,378.43665,384.62378
Xona,XON2062082,2062082,"XONA KT3M 0.85A/R XR65",0,378.43665,384.62378
Xona,XON2062085,2062085,"XONA KT3M 0.85A/R XR67",0,378.43665,384.62378
Xona,XON2062090,2062090,"XONA KT3M 0.85A/R XR68",0,378.43665,384.62378
Xona,XON31130,31130,"XONA X1C XR4955 LHR",0,1825.21527,2225.49403
Xona,XON31140,31140,"XONA X1C XR5455 LHR",0,1825.21527,2225.49403
Xona,XON31150,31150,"XONA X1C XR5755 LHR",0,1825.21527,2225.49403
Xona,XON31160,31160,"XONA X1C XR6155 LHR",0,1825.21527,2225.49403
Xona,XON31500,31500,"XONA X1C XR5457S LHR",0,1825.21527,2225.49403
Xona,XON31510,31510,"XONA X1C XR5757S LHR",0,1825.21527,2225.49403
Xona,XON31520,31520,"XONA X1C XR6157S LHR",0,1825.21527,2225.49403
Xona,XON33000,33000,"XONA X3C XR6157S LHR",0,2103.96091,2563.33375
Xona,XON33090,33090,"XONA 53/73 68/64 0.7 300-600",0,1913.29891,2330.30238
Xona,XON33100,33100,"XONA X3C XR7164 LHR",0,1913.29891,2330.30238
Xona,XON33110,33110,"XONA 57.5/79 68/64 0.7 350-680",0,1988.02064,2422.12639
Xona,XON33120,33120,"XONA 59.5/82 68/64 0.7 370-750",0,1913.29891,2330.30238
Xona,XON33130,33130,"XONA 62.5/86 68/64 0.7 410-820",0,1913.29891,2330.30238
Xona,XON33140,33140,"XONA 64/88 68/64 0.7 430-860",0,1913.29891,2330.30238
Xona,XON33220,33220,"XONA 64/88 76/68 0.7 430-860",0,2088.35117,2604.58810
Xona,XON33230,33230,"XONA 68/94 76/68 0.7 500-1000",0,2136.29543,2604.58810
Xona,XON33300,33300,"XONA 51.5/71 62/55 0.7 280-570",0,1825.21527,2225.49403
Xona,XON33310,33310,"XONA X3C XR6155 LHR",0,1825.21527,2225.49403
Xona,XON33315,33315,"XONA X3C XR6555 LHR",0,1825.21527,2225.49403
Xona,XON33650,33650,"XONA X3C XR8264S LHR",0,2103.96091,2563.33375
Xona,XONM00040,M00040,"XONA Speed Sensor Only M6x0.5",0,328.90867,449.32677
Xona,XONM00140,M00140,"XONA Turbine Speed Gauge",0,430.37208,410.30240
